pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
Kepler-1133 b,Transit,0,1,11.55562343,0.00003409,-0.00003409,0,,,,,,,,,,,,,,,,,,0.176,0.021,-0.013,0,,,,,0,1,0,1,19h33m17.38s,293.322404,+42d52m02.9s,42.86747,821,97.06,-62.53,0,769.44,16.78,-16.78,0,14.816,,0,Kepler-band,14.81,,0,5569,157.93,-118.09,0,0.93,0.05,-0.06,0,0.9,0.1,-0.06,0,10/05/2016,Kepler
Kepler-1134 b,Transit,0,1,17.13263989,0.00008204,-0.00008204,0,,,,,,,,,,,,,,,,,,0.236,0.019,-0.023,0,,,,,0,1,0,1,19h42m16.32s,295.567982,+42d28m41.8s,42.478287,997,87.95,-74.21,0,969.54,32.23,-32.23,0,15.842,,0,Kepler-band,15.825,,0,5281,169.66,-135.47,0,0.84,0.05,-0.05,0,0.81,0.06,-0.06,0,10/05/2016,Kepler
Kepler-1135 b,Transit,0,1,76.957857,0.0007104,-0.0007104,0,,,,,,,,,,,,,,,,,,0.165,0.029,-0.014,0,,,,,0,1,0,1,19h04m00.71s,286.002968,+44d45m23.7s,44.756592,728,129.19,-55.48,0,1366.49,28.87,-28.87,0,14.353,,0,Kepler-band,14.295,,0,5656,66.4,-72.91,0,0.96,0.04,-0.05,0,0.94,0.17,-0.07,0,10/05/2016,Kepler
Kepler-1136 b,Transit,0,1,2.36172433,0.00000365,-0.00000365,0,,,,,,,,,,,,,,,,,,0.146,0.009,-0.008,0,,,,,0,1,0,1,18h56m25.87s,284.107796,+44d14m44.9s,44.245808,545,21.29,-29.8,0,498.31,8.43,-8.43,0,15.658,,0,Kepler-band,15.642,,0,4512,46.44,-47.76,0,0.72,0.03,-0.04,0,0.68,0.02,-0.03,0,10/05/2016,Kepler
Kepler-1137 b,Transit,0,1,23.9210791,0.0001379,-0.0001379,0,,,,,,,,,,,,,,,,,,0.196,0.074,-0.036,0,,,,,0,1,0,1,19h08m31.27s,287.130272,+48d39m55.3s,48.665375,971,361.65,-176.08,0,946.76,19.47,-19.47,0,12.768,,0,Kepler-band,12.691,,0,6807,117.84,-120.35,0,1.5,0.23,-0.14,0,1.84,0.69,-0.33,0,10/05/2016,Kepler
Kepler-1138 b,Transit,0,1,3.17060005,0.00001019,-0.00001019,0,,,,,,,,,,,,,,,,,,0.152,0.021,-0.012,0,,,,,0,1,0,1,19h03m35.82s,285.899242,+48d18m26.3s,48.307301,1101,152.35,-73.19,0,894.42,23.11,-23.11,0,15.353,,0,Kepler-band,15.336,,0,5582,62.16,-65.24,0,0.95,0.04,-0.04,0,0.92,0.13,-0.06,0,10/05/2016,Kepler
Kepler-1139 b,Transit,0,1,0.81316672,0.00000125,-0.00000125,0,,,,,,,,,,,,,,,,,,0.106,0.015,-0.007,0,,,,,0,1,0,1,19h11m46.95s,287.945617,+39d13m50.0s,39.230568,555,77.61,-42.22,0,502.3,4.99,-4.99,0,14.113,,0,Kepler-band,14.135,,0,5550,105.36,-153.89,0,0.94,0.04,-0.05,0,0.91,0.12,-0.06,0,10/05/2016,Kepler
Kepler-114 b,Transit,0,3,5.188549,0.000012,-0.000012,0,0.053,,,0,,,,,,,,,,,,,,0.112,0.012,-0.012,0,,,,,0,1,0,1,19h36m29.14s,294.121421,+48d20m58.3s,48.349525,261.49,1.32,-1.32,0,261.49,1.32,-1.32,0,13.738,,0,Kepler-band,13.712,,0,4605,100,-100,0,,,,,0.67,0.04,-0.04,0,14/05/2014,Kepler
Kepler-114 c,Transit,0,3,8.041,,,0,,,,,,,,,,,,,0.009,0.002,-0.002,0,Mass,0.143,0.016,-0.016,0,,,,,1,1,0,1,19h36m29.14s,294.121421,+48d20m58.3s,48.349525,261.49,1.32,-1.32,0,261.49,1.32,-1.32,0,13.738,,0,Kepler-band,13.712,,0,4605,100,-100,0,,,,,0.67,0.04,-0.04,0,14/05/2014,Kepler
Kepler-114 d,Transit,0,3,11.776,,,0,,,,,,,,,,,,,0.012,0.005,-0.005,0,Mass,0.226,0.025,-0.025,0,,,,,1,1,0,1,19h36m29.14s,294.121421,+48d20m58.3s,48.349525,261.49,1.32,-1.32,0,261.49,1.32,-1.32,0,13.738,,0,Kepler-band,13.712,,0,4605,100,-100,0,,,,,0.67,0.04,-0.04,0,14/05/2014,Kepler
Kepler-1140 b,Transit,0,1,24.0862707,0.000102,-0.000102,0,,,,,,,,,,,,,,,,,,0.247,0.04,-0.033,0,,,,,0,1,0,1,18h46m46.56s,281.693981,+46d56m47.2s,46.946449,657,29.1,-42.88,0,669,11.14,-11.14,0,15.464,,0,Kepler-band,15.453,,0,4850,53.07,-47.66,0,0.76,0.04,-0.04,0,0.73,0.03,-0.04,0,10/05/2016,Kepler
Kepler-1141 b,Transit,0,1,2.34451194,0.00000535,-0.00000535,0,,,,,,,,,,,,,,,,,,0.073,0.011,-0.007,0,,,,,0,1,0,1,19h22m10.47s,290.543645,+47d43m33.2s,47.72588,365,48.98,-34.33,0,398.13,3.83,-3.83,0,12.589,,0,Kepler-band,12.335,,0,5791,58.41,-65.12,0,1.01,0.03,-0.04,0,1.07,0.15,-0.1,0,10/05/2016,Kepler
Kepler-1142 b,Transit,0,1,18.3027248,0.0001389,-0.0001389,0,,,,,,,,,,,,,,,,,,0.131,0.038,-0.016,0,,,,,0,1,0,1,19h30m51.46s,292.714435,+44d04m56.4s,44.082336,697,173.49,-66.61,0,1321.59,34.34,-34.34,0,14.31,,0,Kepler-band,14.278,,0,5685,98.59,-132.1,0,0.97,0.05,-0.06,0,0.96,0.24,-0.08,0,10/05/2016,Kepler
Kepler-1143 b,Transit,0,2,2.88890485,0.00000694,-0.00000694,0,,,,,,,,,,,,,,,,,,0.149,0.012,-0.01,0,,,,,0,1,0,1,19h09m12.68s,287.302821,+39d17m22.9s,39.289688,632,50.17,-39.16,0,564.13,7.85,-7.85,0,15.195,,0,Kepler-band,15.194,,0,5053,192.88,-130.21,0,0.81,0.05,-0.05,0,0.77,0.05,-0.04,0,10/05/2016,Kepler
Kepler-1143 c,Transit,0,2,210.630591,0.001456,-0.001456,0,,,,,,,,,,,,,,,,,,0.321,0.045,-0.031,0,,,,,0,1,0,1,19h09m12.68s,287.302821,+39d17m22.9s,39.289688,632,50.17,-39.16,0,564.13,7.85,-7.85,0,15.195,,0,Kepler-band,15.194,,0,5053,192.88,-130.21,0,0.81,0.05,-0.05,0,0.77,0.05,-0.04,0,10/05/2016,Kepler
Kepler-1144 b,Transit,0,1,17.14647302,0.00009073,-0.00009073,0,,,,,,,,,,,,,,,,,,0.178,0.027,-0.014,0,,,,,0,1,0,1,19h20m10.39s,290.043293,+47d15m28.7s,47.257977,1012,150.02,-83.05,0,1178.96,33.66,-33.66,0,14.941,,0,Kepler-band,14.913,,0,5753,91.93,-86.29,0,0.98,0.05,-0.06,0,0.96,0.14,-0.07,0,10/05/2016,Kepler
Kepler-1145 b,Transit,0,1,3.97076766,0.0000111,-0.0000111,0,,,,,,,,,,,,,,,,,,0.125,0.01,-0.01,0,,,,,0,1,0,1,19h41m13.96s,295.308161,+43d02m39.9s,43.044415,714,53.37,-53.09,0,705.66,14.75,-14.75,0,15.443,,0,Kepler-band,15.45,,0,5064,161.02,-117.37,0,0.79,0.05,-0.05,0,0.75,0.05,-0.05,0,10/05/2016,Kepler
Kepler-1146 b,Transit,0,1,2.3522658,0.00000825,-0.00000825,0,,,,,,,,,,,,,,,,,,0.11,0.009,-0.007,0,,,,,0,1,0,1,19h06m51.99s,286.716626,+47d25m32.3s,47.425633,694,26.74,-42.13,0,717.22,16.87,-16.87,0,15.848,,0,Kepler-band,15.85,,0,4692,45.94,-42.25,0,0.74,0.03,-0.04,0,0.7,0.02,-0.04,0,10/05/2016,Kepler
Kepler-1147 b,Transit,0,1,10.62784997,0.00009118,-0.00009118,0,,,,,,,,,,,,,,,,,,0.233,0.071,-0.045,0,,,,,0,1,0,1,19h30m11.41s,292.547537,+41d38m34.6s,41.642956,1476,452.64,-176.42,0,1738.02,87.02,-87.02,0,15.401,,0,Kepler-band,15.356,,0,5941,84.81,-114.44,0,1.09,0.09,-0.06,0,1.14,0.35,-0.13,0,10/05/2016,Kepler
Kepler-1148 b,Transit,0,1,1.10446351,0.00000129,-0.00000129,0,,,,,,,,,,,,,,,,,,0.151,0.009,-0.008,0,,,,,0,1,0,1,19h23m48.85s,290.953557,+45d43m10.3s,45.719536,682,38.36,-38.56,0,637.02,10.79,-10.79,0,15.277,,0,Kepler-band,15.281,,0,5054,99.64,-98.31,0,0.81,0.04,-0.04,0,0.77,0.04,-0.04,0,10/05/2016,Kepler
Kepler-1149 b,Transit,0,1,3.73089898,0.00001502,-0.00001502,0,,,,,,,,,,,,,,,,,,0.128,0.023,-0.015,0,,,,,0,1,0,1,19h36m45.42s,294.18926,+45d09m05.7s,45.151577,1023,190.7,-111.23,0,1260.5,48.44,-48.44,0,14.966,,0,Kepler-band,14.931,,0,5833,117.2,-177.03,0,1.02,0.07,-0.07,0,1.01,0.18,-0.1,0,10/05/2016,Kepler
Kepler-115 b,Transit,0,2,2.403679,0.000012,-0.000012,0,0.036,,,0,,,,,,,,,,,,,,0.097,0.019,-0.019,0,,,,,0,1,0,1,19h50m50.84s,297.711849,+45d15m42.9s,45.261925,634.97,7.15,-7.15,0,634.97,7.15,-7.15,0,13.431,,0,Kepler-band,13.392,,0,5979,132,-132,0,,,,,1.21,0.23,-0.23,0,14/05/2014,Kepler
Kepler-115 c,Transit,0,2,8.990889,0.000021,-0.000021,0,0.087,,,0,,,,,,,,,,,,,,0.232,0.045,-0.045,0,,,,,0,1,0,1,19h50m50.84s,297.711849,+45d15m42.9s,45.261925,634.97,7.15,-7.15,0,634.97,7.15,-7.15,0,13.431,,0,Kepler-band,13.392,,0,5979,132,-132,0,,,,,1.21,0.23,-0.23,0,14/05/2014,Kepler
Kepler-1150 b,Transit,0,1,2.78786839,0.00000826,-0.00000826,0,,,,,,,,,,,,,,,,,,0.091,0.005,-0.005,0,,,,,0,1,0,1,19h46m53.88s,296.724492,+49d31m57.8s,49.532715,373,16.41,-18.27,0,362.26,2.35,-2.35,0,14.435,,0,Kepler-band,14.423,,0,4754,80.38,-77.33,0,0.76,0.03,-0.04,0,0.72,0.03,-0.03,0,10/05/2016,Kepler
Kepler-1151 b,Transit,0,1,65.6478424,0.000401,-0.000401,0,,,,,,,,,,,,,,,,,,0.198,0.021,-0.015,0,,,,,0,1,0,1,19h28m59.47s,292.247793,+47d52m42.4s,47.878452,763,76.61,-59.72,0,695.99,11.31,-11.31,0,14.872,,0,Kepler-band,14.857,,0,5470,97.19,-93.64,0,0.88,0.05,-0.06,0,0.85,0.08,-0.06,0,10/05/2016,Kepler
Kepler-1152 b,Transit,0,1,1.64680191,0.00000267,-0.00000267,0,,,,,,,,,,,,,,,,,,0.078,0.004,-0.005,0,,,,,0,1,0,1,19h21m44.17s,290.434033,+44d06m27.5s,44.107651,184,14.69,-12.88,0,216.58,0.91,-0.91,0,14.634,,0,Kepler-band,14.598,,0,3964,46.47,-45.68,0,0.55,0.04,-0.03,0,0.53,0.03,-0.03,0,10/05/2016,Kepler
Kepler-1153 b,Transit,0,1,1.75583533,0.00000439,-0.00000439,0,,,,,,,,,,,,,,,,,,0.154,0.019,-0.01,0,,,,,0,1,0,1,19h16m35.33s,289.147217,+45d51m58.2s,45.866181,1185,131.56,-77.17,0,1155.89,44.46,-44.46,0,15.758,,0,Kepler-band,15.798,,0,5470,75.2,-93.55,0,0.91,0.04,-0.04,0,0.88,0.1,-0.05,0,10/05/2016,Kepler
Kepler-1154 b,Transit,0,2,5.1856142,0.00002676,-0.00002676,0,,,,,,,,,,,,,,,,,,0.209,0.095,-0.044,0,,,,,0,1,0,1,19h49m54.51s,297.477127,+39d52m38.1s,39.877247,1531,690.96,-336.46,0,1522.77,46.87,-46.87,0,14.806,,0,Kepler-band,14.779,,0,6327,317.3,-262.85,0,1.26,0.25,-0.16,0,1.43,0.65,-0.29,0,10/05/2016,Kepler
Kepler-1154 c,Transit,0,2,8.45808312,0.00004757,-0.00004757,0,,,,,,,,,,,,,,,,,,0.211,0.085,-0.044,0,,,,,0,1,0,1,19h49m54.51s,297.477127,+39d52m38.1s,39.877247,1531,690.96,-336.46,0,1522.77,46.87,-46.87,0,14.806,,0,Kepler-band,14.779,,0,6327,317.3,-262.85,0,1.26,0.25,-0.16,0,1.43,0.65,-0.29,0,10/05/2016,Kepler
Kepler-1155 b,Transit,0,1,33.469743,0.0002003,-0.0002003,0,,,,,,,,,,,,,,,,,,0.181,0.04,-0.018,0,,,,,0,1,0,1,19h15m16.94s,288.820587,+39d31m22.2s,39.522827,987,210.08,-106.9,0,1518.51,274.95,-274.95,0,14.74,,0,Kepler-band,14.739,,0,5842,115.89,-141.61,0,1.03,0.07,-0.06,0,1.03,0.22,-0.1,0,10/05/2016,Kepler
Kepler-1156 b,Transit,0,1,11.89520511,0.00006499,-0.00006499,0,,,,,,,,,,,,,,,,,,0.118,0.012,-0.008,0,,,,,0,1,0,1,19h15m41.77s,288.924024,+46d03m27.5s,46.057632,759,70.51,-48.89,0,705.38,7.46,-7.46,0,14.152,,0,Kepler-band,14.126,,0,5778,67.42,-59.01,0,1,0.03,-0.04,0,1,0.09,-0.06,0,10/05/2016,Kepler
Kepler-1157 b,Transit,0,1,4.45743164,0.00001699,-0.00001699,0,,,,,,,,,,,,,,,,,,0.097,0.004,-0.018,0,,,,,0,1,0,1,18h52m29.05s,283.121049,+43d31m32.3s,43.525642,346,14.35,-15.67,0,345.55,2.43,-2.43,0,14.374,,0,Kepler-band,14.377,,0,4679,54.66,-58.05,0,0.76,0.03,-0.04,0,0.71,0.03,-0.03,0,10/05/2016,Kepler
Kepler-1158 b,Transit,0,1,13.5396293,0.00009329,-0.00009329,0,,,,,,,,,,,,,,,,,,0.209,0.041,-0.041,0,,,,,0,1,0,1,19h28m56.15s,292.233946,+41d34m30.8s,41.575213,1258,238.25,-242.69,0,1550.2,39.97,-39.97,0,13.628,,0,Kepler-band,13.574,,0,6203,91.16,-81.11,0,1.41,0.13,-0.13,0,1.95,0.37,-0.38,0,10/05/2016,Kepler
Kepler-1159 b,Transit,0,1,22.70816791,0.00009541,-0.00009541,0,,,,,,,,,,,,,,,,,,0.211,0.092,-0.033,0,,,,,0,1,0,1,19h37m03.92s,294.266335,+45d12m15.5s,45.204315,1238,516.67,-206.73,0,1257.29,30.04,-30.04,0,14.574,,0,Kepler-band,14.545,,0,6217,147.74,-196.66,0,1.19,0.17,-0.11,0,1.28,0.56,-0.2,0,10/05/2016,Kepler
Kepler-116 b,Transit,0,2,5.968734,0.000009,-0.000009,0,0.069,,,0,,,,,,,,,,,,,,0.305,0.058,-0.058,0,,,,,0,1,0,1,19h38m58.10s,294.74207,+43d32m12.6s,43.536835,982.04,16.07,-16.07,0,982.04,16.07,-16.07,0,13.717,,0,Kepler-band,13.689,,0,6142,100,-100,0,,,,,1.45,0.27,-0.27,0,14/05/2014,Kepler
Kepler-116 c,Transit,0,2,13.07163,0.000056,-0.000056,0,0.116,,,0,,,,,,,,,,,,,,0.205,0.039,-0.039,0,,,,,0,1,0,1,19h38m58.10s,294.74207,+43d32m12.6s,43.536835,982.04,16.07,-16.07,0,982.04,16.07,-16.07,0,13.717,,0,Kepler-band,13.689,,0,6142,100,-100,0,,,,,1.45,0.27,-0.27,0,14/05/2014,Kepler
Kepler-1160 b,Transit,0,1,7.97034958,0.00003122,-0.00003122,0,,,,,,,,,,,,,,,,,,0.191,0.025,-0.012,0,,,,,0,1,0,1,19h11m31.05s,287.879384,+43d21m50.7s,43.364075,1293,159.46,-83.89,0,1111.39,38.89,-38.89,0,15.833,,0,Kepler-band,15.8,,0,5519,61.23,-63.44,0,0.92,0.04,-0.04,0,0.89,0.11,-0.05,0,10/05/2016,Kepler
Kepler-1161 b,Transit,0,1,10.71252541,0.00003876,-0.00003876,0,,,,,,,,,,,,,,,,,,0.19,0.045,-0.012,0,,,,,0,1,0,1,19h56m18.50s,299.077103,+45d26m26.3s,45.44064,428,24.95,-29.91,0,556.26,10.08,-10.08,0,15.813,,0,Kepler-band,15.8,,0,4253,55.15,-52.76,0,0.59,0.03,-0.04,0,0.57,0.03,-0.03,0,10/05/2016,Kepler
Kepler-1162 b,Transit,0,1,32.5637069,0.0002472,-0.0002472,0,,,,,,,,,,,,,,,,,,0.197,0.045,-0.019,0,,,,,0,1,0,1,18h53m10.11s,283.29213,+45d26m02.8s,45.434116,989,89.1,-58.26,0,965.93,26.65,-26.65,0,15.48,,0,Kepler-band,15.485,,0,5390,61.74,-58.89,0,0.89,0.04,-0.04,0,0.84,0.07,-0.05,0,10/05/2016,Kepler
Kepler-1163 b,Transit,0,1,6.11786898,0.00002808,-0.00002808,0,,,,,,,,,,,,,,,,,,0.092,0.015,-0.01,0,,,,,0,1,0,1,19h20m56.60s,290.235843,+50d01m48.3s,50.030087,487,80.62,-49.1,0,485.32,4.64,-4.64,0,12.168,,0,Kepler-band,12.118,,0,6302,69.67,-63.95,0,1.22,0.07,-0.05,0,1.35,0.23,-0.13,0,10/05/2016,Kepler
Kepler-1164 b,Transit,0,1,3.97599768,0.00001086,-0.00001086,0,,,,,,,,,,,,,,,,,,0.1,0.004,-0.006,0,,,,,0,1,0,1,19h10m07.11s,287.529634,+38d53m40.2s,38.894513,447,14.44,-15.12,0,437.06,3.28,-3.28,0,14.11,,0,Kepler-band,14.09,,0,5183,80.28,-63.78,0,0.85,0.03,-0.04,0,0.79,0.02,-0.02,0,10/05/2016,Kepler
Kepler-1165 b,Transit,0,1,9.478522,0.00005909,-0.00005909,0,,,,,,,,,,,,,,,,,,0.138,0.045,-0.017,0,,,,,0,1,0,1,19h07m53.10s,286.971267,+44d42m29.9s,44.708302,1081,357.39,-136.44,0,1650.39,53.25,-53.25,0,14.456,,0,Kepler-band,14.392,,0,6080,97.21,-115.97,0,1.13,0.12,-0.08,0,1.18,0.39,-0.14,0,10/05/2016,Kepler
Kepler-1166 b,Transit,0,1,33.2406882,0.00028,-0.00028,0,,,,,,,,,,,,,,,,,,0.151,0.055,-0.012,0,,,,,0,1,0,1,19h21m23.64s,290.348519,+50d54m10.3s,50.902855,648,77.92,-46.84,0,646.69,8.18,-8.18,0,14.477,,0,Kepler-band,14.466,,0,5446,83.15,-87.62,0,0.9,0.04,-0.05,0,0.86,0.1,-0.06,0,10/05/2016,Kepler
Kepler-1167 b,Transit,0,1,1.00393374,0.00000268,-0.00000268,0,,,,,,,,,,,,,,,,,,0.153,0.011,-0.011,0,,,,,0,1,0,1,19h53m12.65s,298.302714,+47d41m38.5s,47.694023,811,46.83,-53.51,0,839.81,25.87,-25.87,0,15.942,,0,Kepler-band,15.929,,0,4971,96.57,-125.1,0,0.79,0.04,-0.05,0,0.75,0.04,-0.04,0,10/05/2016,Kepler
Kepler-1168 b,Transit,0,1,55.8226539,0.0003871,-0.0003871,0,,,,,,,,,,,,,,,,,,0.223,0.016,-0.012,0,,,,,0,1,0,1,19h09m11.45s,287.297694,+47d27m19.6s,47.455437,911,53.53,-41.6,0,769.11,15.81,-15.81,0,15.624,,0,Kepler-band,15.609,,0,5157,47.04,-55.91,0,0.87,0.04,-0.04,0,0.82,0.04,-0.04,0,10/05/2016,Kepler
Kepler-1169 b,Transit,0,1,6.11009134,0.00002806,-0.00002806,0,,,,,,,,,,,,,,,,,,0.084,0.005,-0.005,0,,,,,0,1,0,1,19h39m38.78s,294.911573,+46d29m29.3s,46.491463,538,27.31,-25.34,0,530.79,5.2,-5.2,0,12.716,,0,Kepler-band,12.685,,0,6191,80.54,-76.47,0,1.24,0.04,-0.04,0,1.23,0.06,-0.05,0,10/05/2016,Kepler
Kepler-117 b,Transit,0,2,18.7959228,0.0000075,-0.0000075,0,0.1445,0.0047,-0.0014,0,0.0493,0.0062,-0.0062,0,88.74,0.12,-0.12,0,0.094,0.033,-0.033,0,Mass,0.719,0.024,-0.024,0,0.3,0.11,-0.11,0,1,1,0,1,19h15m10.33s,288.793037,+48d02m24.8s,48.040234,1430,50,-50,0,1519.45,41.51,-41.51,0,14.274,,0,Kepler-band,14.247,,0,6150,110,-110,0,1.13,0.13,-0.02,0,1.61,0.05,-0.05,0,19/11/2014,Kepler
Kepler-117 c,Transit,0,2,50.790391,0.000014,-0.000014,0,0.2804,0.0092,-0.0028,0,0.0323,0.0033,-0.0033,0,89.64,0.1,-0.1,0,1.84,0.18,-0.18,0,Mass,1.101,0.035,-0.035,0,1.74,0.18,-0.18,,1,1,0,1,19h15m10.33s,288.793037,+48d02m24.8s,48.040234,1430,50,-50,0,1519.45,41.51,-41.51,0,14.274,,0,Kepler-band,14.247,,0,6150,110,-110,0,1.13,0.13,-0.02,0,1.61,0.05,-0.05,0,19/11/2014,Kepler
Kepler-1170 b,Transit,0,1,9.98969327,0.00004242,-0.00004242,0,,,,,,,,,,,,,,,,,,0.215,0.017,-0.015,0,,,,,0,1,0,1,19h28m40.46s,292.16858,+43d46m46.8s,43.779675,911,63.34,-63.01,0,1082.05,38.62,-38.62,0,15.909,,0,Kepler-band,15.909,,0,5069,120.38,-96.5,0,0.8,0.04,-0.05,0,0.76,0.05,-0.05,0,10/05/2016,Kepler
Kepler-1171 b,Transit,0,1,1.44259224,0.00000219,-0.00000219,0,,,,,,,,,,,,,,,,,,0.228,0.061,-0.045,0,,,,,0,1,0,1,19h39m50.14s,294.958925,+38d35m29.7s,38.591578,615,161.65,-122.04,0,582.38,10.18,-10.18,0,11.558,,0,Kepler-band,11.459,,0,7044,277.69,-199.09,0,1.58,0.18,-0.17,0,1.95,0.51,-0.38,0,10/05/2016,Kepler
Kepler-1172 b,Transit,0,1,26.0204423,0.0001886,-0.0001886,0,,,,,,,,,,,,,,,,,,0.285,0.036,-0.025,0,,,,,0,1,0,1,19h21m53.88s,290.474507,+37d45m59.8s,37.766598,1292,161.33,-111.76,0,1355.78,56.69,-56.69,0,15.889,,0,Kepler-band,15.846,,0,5558,144.94,-137.66,0,0.92,0.06,-0.06,0,0.89,0.11,-0.07,0,10/05/2016,Kepler
Kepler-1173 b,Transit,0,1,0.7698536,0.0000012,-0.0000012,0,,,,,,,,,,,,,,,,,,0.079,0.021,-0.006,0,,,,,0,1,0,1,19h32m31.46s,293.131095,+45d39m48.8s,45.663548,402,30.79,-23.46,0,381.2,2.43,-2.43,0,13.829,,0,Kepler-band,13.804,,0,5252,92.48,-116.76,0,0.86,0.04,-0.05,0,0.82,0.06,-0.04,0,10/05/2016,Kepler
Kepler-1174 b,Transit,0,1,6.89225223,0.00002664,-0.00002664,0,,,,,,,,,,,,,,,,,,0.142,0.028,-0.014,0,,,,,0,1,0,1,18h47m19.55s,281.831445,+42d17m56.1s,42.298916,829,160.61,-82.44,0,1468.53,29.32,-29.32,0,14.207,,0,Kepler-band,14.159,,0,5936,117.34,-103.81,0,1.04,0.07,-0.07,0,1.04,0.2,-0.1,0,10/05/2016,Kepler
Kepler-1175 b,Transit,0,1,37.94563,0.0001732,-0.0001732,0,,,,,,,,,,,,,,,,,,0.267,0.024,-0.021,0,,,,,0,1,0,1,19h16m34.25s,289.142702,+46d48m46.4s,46.812897,1244,105.2,-90.11,0,1157.52,60.69,-60.69,0,15.939,,0,Kepler-band,15.916,,0,5453,66.21,-80.38,0,0.9,0.04,-0.05,0,0.86,0.07,-0.06,0,10/05/2016,Kepler
Kepler-1176 b,Transit,0,1,24.1738579,0.0001336,-0.0001336,0,,,,,,,,,,,,,,,,,,0.219,0.056,-0.029,0,,,,,0,1,0,1,19h51m40.73s,297.919728,+45d16m27.0s,45.274162,1023,263.28,-139.95,0,886.02,23.9,-23.9,0,15.056,,0,Kepler-band,15.05,,0,5844,264.61,-268.56,0,1.01,0.11,-0.08,0,1.02,0.26,-0.13,0,10/05/2016,Kepler
Kepler-1177 b,Transit,0,1,106.247547,0.001822,-0.001822,0,,,,,,,,,,,,,,,,,,0.17,0.014,-0.011,0,,,,,0,1,0,1,19h06m41.14s,286.671437,+49d24m22.6s,49.406288,829,63.8,-45.66,0,1350.53,35.95,-35.95,0,14.552,,0,Kepler-band,14.508,,0,5712,62.98,-66.68,0,0.98,0.03,-0.04,0,0.97,0.07,-0.05,0,10/05/2016,Kepler
Kepler-1178 b,Transit,0,1,31.80634,0.0003857,-0.0003857,0,,,,,,,,,,,,,,,,,,0.095,0.005,-0.007,0,,,,,0,1,0,1,19h13m49.45s,288.456062,+45d48m07.6s,45.802124,336,16.88,-19.94,0,489.06,4.85,-4.85,0,13.831,,0,Kepler-band,13.96,,0,4990,58.43,-68.54,0,0.8,0.04,-0.04,0,0.75,0.03,-0.04,0,10/05/2016,Kepler
Kepler-1179 b,Transit,0,1,2.68505749,0.0000041,-0.0000041,0,,,,,,,,,,,,,,,,,,0.118,0.008,-0.007,0,,,,,0,1,0,1,18h56m23.43s,284.09764,+47d48m38.3s,47.810638,454,28.58,-26.79,0,420.24,2.59,-2.59,0,14.077,,0,Kepler-band,14.068,,0,5212,65.46,-65.67,0,0.84,0.04,-0.05,0,0.81,0.05,-0.04,0,10/05/2016,Kepler
Kepler-118 b,Transit,0,2,7.518496,0.000056,-0.000056,0,0.073,,,0,,,,,,,,,,,,,,0.175,0.084,-0.084,0,,,,,0,1,0,1,19h56m51.16s,299.213164,+41d25m29.4s,41.424824,583.81,7,-7,0,583.81,7,-7,0,14.711,,0,Kepler-band,14.719,,0,5274,200,-200,0,,,,,1.09,0.49,-0.49,0,14/05/2014,Kepler
Kepler-118 c,Transit,0,2,20.17202,0.000013,-0.000013,0,0.141,,,0,,,,,,,,,,,,,,0.685,0.306,-0.306,0,,,,,0,1,0,1,19h56m51.16s,299.213164,+41d25m29.4s,41.424824,583.81,7,-7,0,583.81,7,-7,0,14.711,,0,Kepler-band,14.719,,0,5274,200,-200,0,,,,,1.09,0.49,-0.49,0,14/05/2014,Kepler
Kepler-1180 b,Transit,0,1,16.8601286,0.0001369,-0.0001369,0,,,,,,,,,,,,,,,,,,0.178,0.049,-0.024,0,,,,,0,1,0,1,19h43m33.00s,295.88751,+43d09m21.8s,43.156063,1284,370.03,-179.28,0,1669.75,88.09,-88.09,0,14.989,,0,Kepler-band,14.984,,0,6077,243.54,-226.98,0,1.09,0.16,-0.09,0,1.14,0.31,-0.15,0,10/05/2016,Kepler
Kepler-1181 b,Transit,0,1,4.89337519,0.00002526,-0.00002526,0,,,,,,,,,,,,,,,,,,0.14,0.058,-0.023,0,,,,,0,1,0,1,19h18m59.36s,289.747314,+39d31m24.5s,39.523468,867,349.46,-141.95,0,964.49,12.57,-12.57,0,13.827,,0,Kepler-band,13.455,,0,6176,82.26,-87.31,0,1.17,0.17,-0.1,0,1.3,0.54,-0.21,0,10/05/2016,Kepler
