kepid,kepoi_name,kepler_name,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_model_snr,koi_smet,koi_smet_err1,koi_smet_err2
12406749,K01476.01,,0,,,0.906,0.009,-0.038,0.2698,,,33.7,11.5,-11.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2434,0.4341,q1_q17_dr25_koi,44.4,-0.2,0.3,-0.3
8692861,K00172.02,Kepler-69 c,0,,,0.173,0.263,-0.173,0.7106,,,144.9,16.9,-16.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2787,0.3728,q1_q17_dr25_koi,23.2,-0.3,0.15,-0.15
7811397,K01477.01,,0,,,0.625,0.047,-0.406,0.5754,,,152,68.7,-68.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1914,0.5167,q1_q17_dr25_koi,82.8,0.07,0.15,-0.15
12403119,K01478.01,Kepler-858 b,0,,,0.044,0.253,-0.044,0.3403,,,76.789,0.699,-0.699,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2396,0.4415,q1_q17_dr25_koi,339.4,-0.06,0.15,-0.15
9842890,K01479.01,,0,,,0.939,0.008,-0.024,0.0553,,,2.004,0.576,-0.576,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2787,0.3728,q1_q17_dr25_koi,52.9,-0.32,0.3,-0.3
8113154,K01542.01,,0,,,0.651,0.013,-0.022,0.0381,,,3.178,0.189,-0.189,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3085,0.2754,q1_q17_dr25_koi,261.3,-0.54,0.25,-0.3
5270698,K01543.01,,0,,,0.094,0.044,-0.094,0.053,,,7.372,0.143,-0.143,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2713,0.3874,q1_q17_dr25_koi,408.5,-0.06,0.15,-0.15
5024450,K01544.01,,0,,,1.217,0.147,-0.089,0.0268,,,3.064,0.296,-0.296,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.302,0.319,q1_q17_dr25_koi,423.9,-0.06,0.25,-0.3
5282049,K01545.01,,0,,,0.065,0.063,-0.044,0.0646,,,13.0035,0.0966,-0.0966,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3058,0.3071,q1_q17_dr25_koi,990.3,-0.28,0.3,-0.3
5475431,K01546.01,,0,,,0.667,0.057,-0.33,0.0186,,,3.18,1.4,-1.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2602,0.4096,q1_q17_dr25_koi,128.1,0.07,0.25,-0.3
10027323,K01596.01,Kepler-309 b,0,,,0.045,0.376,-0.045,0.0515,,,17.51,1.4,-1.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.4011,0.2767,q1_q17_dr25_koi,26.4,-0.28,0.15,-0.15
10027323,K01596.02,Kepler-309 c,0,,,0.75,0.196,-0.511,0.351,,,150.5,62,-62,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.4011,0.2767,q1_q17_dr25_koi,22.6,-0.28,0.15,-0.15
12019440,K00186.01,Kepler-485 b,0,,,0.117,0.028,-0.08,0.0433,,,9.095,0.18,-0.18,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2602,0.4096,q1_q17_dr25_koi,1586.2,0.1,0.15,-0.15
5039228,K01597.01,,0,,,0.005,0.426,-0.005,0.0848,,,12.9909,0.0272,-0.0272,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3155,0.3031,q1_q17_dr25_koi,48.5,0.21,0.15,-0.15
10004738,K01598.01,Kepler-310 c,0,,,0.862,0.019,-0.587,0.2838,,,41.5,19.9,-19.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2291,0.4603,q1_q17_dr25_koi,70,0.07,0.15,-0.2
10004738,K01598.02,Kepler-310 d,0,,,0.917,0.017,-0.629,0.3953,,,44.3,21.4,-21.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2291,0.4603,q1_q17_dr25_koi,37.9,0.07,0.15,-0.2
7304449,K01702.01,Kepler-1650 b,0,,,0.932,0.063,-0.679,0.0167,,,4.27,2.1,-2.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3775,0.3402,q1_q17_dr25_koi,47.7,-0.06,0.15,-0.1
7386827,K01704.01,,0,,,0.856,0.051,-0.594,0.0917,,,15.06,7.2,-7.2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2622,0.4035,q1_q17_dr25_koi,42.1,0.04,0.25,-0.3
7522911,K01705.01,Kepler-1670 b,0,,,0.943,0,-0.7,0.1528,,,9.67,4.8,-4.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3029,0.3239,q1_q17_dr25_koi,21.1,-0.04,0.25,-0.3
7626370,K01706.01,Kepler-932 b,0,,,0.919,0.031,-0.672,0.0279,,,3.52,1.8,-1.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2043,0.4966,q1_q17_dr25_koi,56.7,-0.08,0.3,-0.25
7703955,K01707.01,Kepler-315 b,0,,,0.948,0.04,-0.535,0.3928,,,31.2,15.2,-15.2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2787,0.3728,q1_q17_dr25_koi,28.7,-0.26,0.15,-0.15
7512982,K01480.01,Kepler-859 b,0,,,0.295,0.148,-0.295,0.1345,,,40.77,6.2,-6.2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1451,0.582,q1_q17_dr25_koi,46.8,0.18,0.15,-0.15
7512982,K01480.02,,0,,,0.139,0.319,-0.139,0.066,,,20.14,4.3,-4.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1451,0.582,q1_q17_dr25_koi,9.9,0.18,0.15,-0.15
9597806,K01481.01,Kepler-860 b,0,,,0.027,0.358,-0.027,0.058,,,15.434,0.426,-0.426,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2622,0.4035,q1_q17_dr25_koi,55.1,-0.04,0.25,-0.3
7812167,K01482.01,,0,,,3.72,72.71,-4.235,0.1378,,,13.61,6.8,-6.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.302,0.319,q1_q17_dr25_koi,27.7,-0.14,0.25,-0.3
11760959,K01484.01,,0,,,0.076,0.41,-0.076,0.0403,,,11.91,1.9,-1.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1611,0.5575,q1_q17_dr25_koi,8.3,-0.12,0.3,-0.3
5283458,K01547.01,,0,,,0.001,0.186,-0.001,0.1976,,,89.264,0.979,-0.979,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.302,0.319,q1_q17_dr25_koi,196.6,-0.06,0.25,-0.35
9940565,K01548.01,,0,,,1.019,1.09,-0.014,0.029,,,3.4,1.5,-1.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1196,0.6106,q1_q17_dr25_koi,164.4,-0.24,0.3,-0.3
8053552,K01549.01,,0,,,0.983,0.099,-0.053,0.1706,,,38.87,6.8,-6.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2865,0.3556,q1_q17_dr25_koi,332,-0.46,0.3,-0.3
9663113,K00179.02,Kepler-458 b,0,,,0.712,0.063,-0.332,1.4062,,,136.1,51.3,-51.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3029,0.3239,q1_q17_dr25_koi,78.6,0,0.15,-0.15
8111381,K01550.01,,0,,,1.249,1.543,-0.176,0.0327,,,2.55,1.2,-1.2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2711,0.3858,q1_q17_dr25_koi,228.9,-0.16,0.3,-0.3
5444549,K01551.01,,0,,,0.889,0.011,-0.008,0.2009,,,30.72,1.3,-1.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2826,0.3729,q1_q17_dr25_koi,163.7,0.21,0.2,-0.3
10004738,K01598.03,Kepler-310 b,0,,,0.912,0.008,-0.629,0.1116,,,20.58,9.9,-9.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2291,0.4603,q1_q17_dr25_koi,14.9,0.07,0.15,-0.2
5474613,K01599.01,Kepler-1659 c,0,,,0.986,6.191,-0.009,0.1473,,,5.19,2.5,-2.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2602,0.4096,q1_q17_dr25_koi,24.5,0.06,0.25,-0.3
4860932,K01600.01,,0,,,1.22,71.74,-0.04,0.1059,,,5.78,2.9,-2.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2916,0.3447,q1_q17_dr25_koi,22.8,-0.16,0.25,-0.35
5438757,K01601.01,Kepler-903 b,0,,,0.79,0.043,-0.551,0.0907,,,8.14,4,-4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2291,0.4603,q1_q17_dr25_koi,36.5,0.14,0.15,-0.15
5438757,K01601.02,Kepler-903 c,0,,,0.928,0.014,-0.655,0.302,,,17.85,8.7,-8.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2291,0.4603,q1_q17_dr25_koi,28.7,0.14,0.15,-0.15
7750419,K01708.01,,0,,,0.971,0.008,-0.687,0.202,,,25.2,12.6,-12.6,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2638,0.4046,q1_q17_dr25_koi,21.7,0.12,0.15,-0.15
5972334,K00191.04,Kepler-487 c,0,,,0.038,0.395,-0.038,0.2141,,,53.75,5,-5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2327,0.4526,q1_q17_dr25_koi,24.8,0.02,0.15,-0.15
7815744,K01710.01,Kepler-933 b,0,,,0.011,0.433,-0.011,0.1041,,,28.56,1,-1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2337,0.4535,q1_q17_dr25_koi,26.7,-0.56,0.3,-0.3
7955580,K01711.01,Kepler-934 b,0,,,0.274,0.179,-0.274,0.2658,,,111.1,23.8,-23.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1496,0.5746,q1_q17_dr25_koi,22.7,0.14,0.15,-0.15
8230616,K01713.01,Kepler-316 c,0,,,0.336,0.124,-0.336,0.059,,,21.22,6.7,-6.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1171,0.6215,q1_q17_dr25_koi,32.2,-0.32,0.15,-0.15
9692345,K01485.01,,0,,,0.018,0.362,-0.018,0.0131,,,2.2898,0.0476,-0.0476,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.0775,0.666,q1_q17_dr25_koi,60.9,-0.22,0.3,-0.3
7898352,K01486.01,Kepler-302 c,0,,,0.827,0.009,-0.011,0.4913,,,97.12,6.8,-6.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2602,0.4096,q1_q17_dr25_koi,148.1,0.06,0.15,-0.15
11402995,K00173.01,Kepler-481 b,0,,,0.672,0.015,-0.515,0.0894,,,12.94,5.4,-5.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2622,0.4035,q1_q17_dr25_koi,86.4,0,0.15,-0.15
7898352,K01486.02,Kepler-302 b,0,,,0.011,0.392,-0.011,0.1882,,,40.33,1.7,-1.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2602,0.4096,q1_q17_dr25_koi,37.9,0.06,0.15,-0.15
12062667,K01487.01,,0,,,1.14,1.187,-0.032,0.0432,,,1.312,0.655,-0.655,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3088,0.2774,q1_q17_dr25_koi,39.2,-0.5,0.3,-0.3
7984047,K01552.01,,0,,,0.113,0.118,-0.113,0.3215,,,160.31,3,-3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1082,0.627,q1_q17_dr25_koi,185.5,0.02,0.25,-0.3
7951018,K01553.01,Kepler-890 b,0,,,0.344,0.079,-0.221,0.2944,,,61.4,12.6,-12.6,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3022,0.3344,q1_q17_dr25_koi,265.4,0.21,0.2,-0.35
9899355,K01554.01,,0,,,1.248,0.387,-0.081,0.0234,,,1.355,0.628,-0.628,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2965,0.3342,q1_q17_dr25_koi,119.6,-0.3,0.3,-0.3
12644774,K01555.01,,0,,,0.03,0.415,-0.03,0.2138,,,58.58,3.4,-3.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2865,0.3556,q1_q17_dr25_koi,28.8,-0.44,0.3,-0.3
9902856,K01556.01,,0,,,1.256,63.89,-0.203,0.5151,,,107,53.5,-53.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3058,0.3071,q1_q17_dr25_koi,99.5,-0.3,0.3,-0.3
7747425,K01952.04,Kepler-341 e,0,,,0.361,0.11,-0.361,0.2348,,,42.5,14.9,-14.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2291,0.4603,q1_q17_dr25_koi,22.8,0.14,0.15,-0.15
9892816,K01955.01,Kepler-342 b,0,,,0.917,0.023,-0.652,0.1291,,,11.75,5.8,-5.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3024,0.3288,q1_q17_dr25_koi,45.4,0.14,0.15,-0.2
9892816,K01955.02,Kepler-342 d,0,,,0.967,0.007,-0.014,0.2441,,,10.21,4.6,-4.6,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3024,0.3288,q1_q17_dr25_koi,41.6,0.14,0.15,-0.2
9836149,K01958.01,Kepler-66 b,0,,,0.911,0.016,-0.648,0.1321,,,17.87,8.6,-8.6,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2916,0.3447,q1_q17_dr25_koi,22.5,-0.22,0.15,-0.15
4813563,K01959.01,Kepler-1026 b,0,,,0.787,0.005,-0.562,0.1977,,,50.7,21.4,-21.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1054,0.6323,q1_q17_dr25_koi,34.7,0.14,0.15,-0.15
2985767,K02032.01,Kepler-1063 A b,0,,,0.544,0.396,-0.334,0.1176,,,66.8,22.8,-22.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2638,0.4046,q1_q17_dr25_koi,26.2,0.14,0.15,-0.15
2304320,K02033.01,Kepler-1064 b,0,,,0.688,0.011,-0.509,0.1183,,,36.5,15.8,-15.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.153,0.5684,q1_q17_dr25_koi,32.8,0,0.15,-0.15
3657758,K02034.01,Kepler-1065 b,0,,,0.408,0.032,-0.408,0.0455,,,14.78,6.1,-6.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2622,0.4035,q1_q17_dr25_koi,35,-0.02,0.25,-0.3
9790806,K02035.01,Kepler-1066 b,0,,,0.861,0.113,-0.635,0.0299,,,5.15,2.4,-2.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2291,0.4603,q1_q17_dr25_koi,8.6,0.14,0.15,-0.15
6382217,K02036.01,Kepler-353 A c,0,,,0.905,0.005,-0.626,0.0665,,,12.94,6.4,-6.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2107,0.5308,q1_q17_dr25_koi,27.6,0.18,0.15,-0.15
5375194,K01825.01,Kepler-964 b,0,,,0.216,0.232,-0.216,0.1063,,,25.94,3.6,-3.6,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1959,0.5086,q1_q17_dr25_koi,22.4,0,0.15,-0.15
6468138,K01826.01,Kepler-965 b,0,,,0.001,0.392,-0.001,0.512,,,116.123,0.435,-0.435,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2622,0.4035,q1_q17_dr25_koi,57.2,0.02,0.15,-0.15
10019708,K00199.01,Kepler-490 b,0,,,0.065,0.081,-0.044,0.0453,,,7.9079,0.0633,-0.0633,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2891,0.3589,q1_q17_dr25_koi,1429.9,0.14,0.15,-0.15
11875734,K01828.01,Kepler-966 b,0,,,0.828,0.066,-0.573,0.3907,,,69.9,30.6,-30.6,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2521,0.421,q1_q17_dr25_koi,45.6,-0.32,0.35,-0.25
7697568,K01829.01,,0,,,1.267,69.51,-0.051,0.1499,,,27.7,13.8,-13.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2396,0.4415,q1_q17_dr25_koi,47.6,-0.06,0.3,-0.3
7046804,K00205.01,Kepler-492 b,0,,,0.623,0.016,-0.026,0.0935,,,26.83,2,-2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2075,0.49,q1_q17_dr25_koi,707.3,-0.16,0.3,-0.3
7449136,K01890.01,Kepler-1002 b,0,,,0.641,0.267,-0.427,0.0564,,,6.29,2.8,-2.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3052,0.3236,q1_q17_dr25_koi,48,0.12,0.15,-0.15
8680979,K01891.01,Kepler-330 c,0,,,0.314,0.126,-0.314,0.114,,,29.84,6.2,-6.2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1451,0.582,q1_q17_dr25_koi,39,0.16,0.15,-0.15
8680979,K01891.02,Kepler-330 b,0,,,0.161,0.302,-0.161,0.0735,,,21.61,2.8,-2.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1451,0.582,q1_q17_dr25_koi,18.3,0.16,0.15,-0.15
9030537,K01892.01,Kepler-1674 b,0,,,0.842,0.059,-0.582,0.3017,,,49.2,22.1,-22.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2676,0.3928,q1_q17_dr25_koi,35,-0.12,0.3,-0.3
6949061,K01960.01,Kepler-343 b,0,,,0.558,0.057,-0.45,0.086,,,13.19,4,-4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2638,0.4046,q1_q17_dr25_koi,38.2,0.14,0.15,-0.15
7269493,K01961.01,Kepler-1027 A b,0,,,0.41,0.037,-0.41,0.0295,,,7.22,2.7,-2.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2291,0.4603,q1_q17_dr25_koi,40.9,0.07,0.15,-0.15
5513648,K01962.01,,0,,,0.955,0.017,-0.666,0.2006,,,27.4,13.6,-13.6,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.291,0.3469,q1_q17_dr25_koi,36.4,-0.12,0.15,-0.15
9164836,K00213.01,,0,,,1.079,0.02,-0.024,0.2549,,,69.995,0.394,-0.394,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2965,0.3342,q1_q17_dr25_koi,2145.1,-0.34,0.3,-0.3
7887791,K01964.01,,0,,,0.249,0.206,-0.249,0.0324,,,8.35,1.8,-1.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2396,0.4415,q1_q17_dr25_koi,24.6,-0.06,0.15,-0.15
11657891,K01965.01,Kepler-1028 b,0,,,0.247,0.218,-0.247,0.0354,,,11.65,3.4,-3.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2676,0.3928,q1_q17_dr25_koi,33.3,-0.12,0.3,-0.3
6305192,K00219.01,Kepler-494 b,0,,,0.454,0.042,-0.323,0.0804,,,10.86,4,-4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2904,0.3534,q1_q17_dr25_koi,373,0,0.15,-0.15
6382217,K02036.02,Kepler-353 A b,0,,,0.714,0.236,-0.493,0.0519,,,14.16,6.8,-6.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2107,0.5308,q1_q17_dr25_koi,14.8,0.18,0.15,-0.15
9634821,K02037.01,,0,,,0.714,0.205,-0.487,0.3259,,,159.1,64.4,-64.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1324,0.6039,q1_q17_dr25_koi,20.2,0.48,0.05,-0.25
9634821,K02037.03,,0,,,0.335,0.126,-0.335,0.0776,,,41.3,16.3,-16.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1324,0.6039,q1_q17_dr25_koi,15.2,0.48,0.05,-0.25
8950568,K02038.01,Kepler-85 b,0,,,0.489,0.634,-0.489,0.0766,,,15.11,6.1,-6.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2327,0.4526,q1_q17_dr25_koi,28.5,-0.02,0.15,-0.15
3326377,K01830.01,Kepler-967 b,0,,,0.013,0.406,-0.013,0.1027,,,31.53,1.7,-1.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1959,0.5086,q1_q17_dr25_koi,51.8,0,0.15,-0.15
11601584,K01831.01,Kepler-324 c,0,,,0.273,0.668,-0.597,0.2571,,,61.9,26.5,-26.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1914,0.5167,q1_q17_dr25_koi,56.8,0.08,0.15,-0.15
11601584,K01831.02,Kepler-324 b,0,,,0.335,0.117,-0.335,0.0496,,,12.76,3.9,-3.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1914,0.5167,q1_q17_dr25_koi,25.9,0.08,0.15,-0.15
11601584,K01831.03,,0,,,0.319,,,0.1949,,,48.562056,,,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1914,0.5167,q1_q17_dr25_koi,11.6,0.08,0.15,-0.15
11601584,K01831.04,,0,,,0.924,0.015,-0.645,0.1074,,,37.7,18.4,-18.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1914,0.5167,q1_q17_dr25_koi,17.1,0.08,0.15,-0.15
8689793,K01893.01,Kepler-1003 b,0,,,0.331,0.093,-0.331,0.0444,,,12.41,3,-3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2979,0.3238,q1_q17_dr25_koi,40.8,-0.5,0.3,-0.3
11673802,K01894.01,Kepler-1004 b,0,,,0.474,0.354,-0.273,0.0671,,,4.32,1.9,-1.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1611,0.5645,q1_q17_dr25_koi,90.6,0.08,0.1,-0.15
4263293,K01895.01,Kepler-331 b,0,,,0.209,0.253,-0.209,0.0661,,,28.53,5.4,-5.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2396,0.45,q1_q17_dr25_koi,21.8,-0.84,0.3,-0.35
4263293,K01895.02,Kepler-331 c,0,,,0.206,0.271,-0.206,0.1064,,,47.36,7.2,-7.2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2396,0.45,q1_q17_dr25_koi,20.3,-0.84,0.3,-0.35
4263293,K01895.03,Kepler-331 d,0,,,0.256,0.191,-0.256,0.161,,,91.2,16.3,-16.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2396,0.45,q1_q17_dr25_koi,11.8,-0.84,0.3,-0.35
5695524,K01897.01,,0,,,0.899,0.03,-0.619,0.3096,,,46.6,22.1,-22.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3029,0.3239,q1_q17_dr25_koi,38.5,-0.02,0.25,-0.3
6205897,K01967.01,Kepler-1029 b,0,,,0.971,0.043,-0.685,0.047,,,4.73,2.3,-2.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1196,0.6106,q1_q17_dr25_koi,35.1,-0.24,0.15,-0.15
7948784,K01968.01,,0,,,0.921,0.003,-0.636,0.0956,,,11.72,5.7,-5.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.302,0.319,q1_q17_dr25_koi,39.9,-0.06,0.25,-0.3
9244756,K01969.01,,0,,,0.716,0.203,-0.478,0.1264,,,16.85,8.2,-8.2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2555,0.4191,q1_q17_dr25_koi,34,0.16,0.15,-0.15
9650808,K01970.01,Kepler-344 b,0,,,0.483,0,-0.446,0.1503,,,55.1,15.8,-15.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2676,0.3928,q1_q17_dr25_koi,26.9,-0.1,0.3,-0.3
9650808,K01970.02,Kepler-344 c,0,,,0.065,0.4,-0.065,0.4806,,,138.52,6.6,-6.6,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2676,0.3928,q1_q17_dr25_koi,23.3,-0.1,0.3,-0.3
8950568,K02038.02,Kepler-85 c,0,,,0.596,0.035,-0.47,0.1007,,,18.4,7.5,-7.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2327,0.4526,q1_q17_dr25_koi,30,-0.02,0.15,-0.15
8950568,K02038.03,Kepler-85 d,0,,,0.832,0.146,-0.587,0.1279,,,18.24,9,-9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2327,0.4526,q1_q17_dr25_koi,11.4,-0.02,0.15,-0.15
8950568,K02038.04,Kepler-85 e,0,,,0.599,0.376,-0.389,0.1607,,,27.3,13.7,-13.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2327,0.4526,q1_q17_dr25_koi,9.9,-0.02,0.15,-0.15
8804845,K02039.01,,0,,,0.1,0.336,-0.1,0.0601,,,16.52,1.5,-1.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.224,0.4695,q1_q17_dr25_koi,26.1,0.16,0.15,-0.15
10480915,K02040.01,,0,,,0.964,0.025,-0.675,0.1379,,,30.5,15.2,-15.2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2327,0.4526,q1_q17_dr25_koi,27.1,0,0.15,-0.15
11709244,K01832.01,Kepler-325 b,0,,,0.731,0.162,-0.494,0.0522,,,13.9,6.1,-6.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.224,0.4695,q1_q17_dr25_koi,42.5,0.16,0.15,-0.15
11709244,K01832.02,Kepler-325 c,0,,,0.955,0.012,-0.729,0.104,,,18.29,9.1,-9.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.224,0.4695,q1_q17_dr25_koi,17.4,0.16,0.15,-0.15
11709244,K01832.03,Kepler-325 d,0,,,0.691,0.053,-0.494,0.2179,,,65.2,24.8,-24.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.224,0.4695,q1_q17_dr25_koi,16.2,0.16,0.15,-0.15
10019708,K00199.02,,0,,,0.681,0.005,-0.531,0.0876,,,7.85,3.5,-3.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2891,0.3589,q1_q17_dr25_koi,25.9,0.14,0.15,-0.15
11853878,K01833.01,Kepler-968 b,0,,,0.775,0.051,-0.531,0.0389,,,10.77,5.3,-5.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.0966,0.6414,q1_q17_dr25_koi,33.9,-0.58,0.3,-0.3
5728139,K00206.01,Kepler-433 b,0,,,0.045,0.052,-0.045,0.0665,,,6.9812,0.0361,-0.0361,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.305,0.3201,q1_q17_dr25_koi,653.4,0.04,0.15,-0.15
7668663,K01898.01,Kepler-1005 b,0,,,0.92,0.015,-0.662,0.0669,,,8.8,4.4,-4.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2622,0.4035,q1_q17_dr25_koi,41.2,0,0.15,-0.15
7047922,K01899.01,Kepler-1006 b,0,,,0.924,0.032,-0.639,0.1464,,,16.87,8.3,-8.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.302,0.319,q1_q17_dr25_koi,35.3,-0.14,0.3,-0.3
9353314,K01900.01,Kepler-1007 b,0,,,0.021,0.415,-0.021,0.048,,,18.865,0.491,-0.491,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1496,0.5738,q1_q17_dr25_koi,36.4,-0.64,0.3,-0.3
3629967,K01901.01,,0,,,0.012,0.442,-0.012,0.3986,,,97.18,4.5,-4.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.26,0.4133,q1_q17_dr25_koi,36.6,0.24,0.15,-0.1
9347009,K01971.01,Kepler-1030 b,0,,,0.009,0.457,-0.009,0.1338,,,39.98,2.5,-2.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1451,0.582,q1_q17_dr25_koi,26.8,0.21,0.2,-0.3
